date,order_id,region,channel,segment,product,customer,units,unit_price,discount_rate,revenue,cost,gross_profit,margin,target_revenue
2024-06-15,ORD-00531,Nordeste,Parceiros,Enterprise,Enterprise Pro,Vértice Logística,1,62485.45,0.1137,54272.72,33670.41,20602.30,0.3796,56310.89
2024-06-22,ORD-00532,Nordeste,Outros,Mid-market,Data Cloud,Aurora Foods,3,49574.90,0.0527,141195.07,89935.07,51260.01,0.3630,148278.23
2024-06-02,ORD-00533,Sudeste,Venda direta,Mid-market,Revenue Starter,Lumina Saúde,2,18442.84,0.0366,36318.49,20498.74,15819.74,0.4356,37671.63
2024-06-26,ORD-00534,Nordeste,Venda direta,Enterprise,Analytics Core,Atlas Group,2,34788.80,0.0654,67776.11,47274.87,20501.24,0.3025,69579.11
2024-06-17,ORD-00535,Centro-Oeste,Venda direta,Enterprise,Data Cloud,Horizonte Telecom,1,49691.99,0.0407,47581.67,29969.51,17612.16,0.3701,49024.31
2024-06-04,ORD-00536,Sul,Venda direta,Enterprise,Data Cloud,Prisma Serviços,1,49393.10,0.0675,48127.10,30754.85,17372.25,0.3610,50514.54
2024-06-19,ORD-00537,Nordeste,Parceiros,Enterprise,Revenue Starter,Via Norte,1,18101.52,0.1097,16437.81,9697.30,6740.51,0.4101,16892.87
2024-06-17,ORD-00538,Sul,Outros,Enterprise,Data Cloud,Vértice Logística,1,47074.68,0.0548,44607.21,28085.20,16522.01,0.3704,46845.79
2024-06-21,ORD-00539,Sudeste,Outros,Mid-market,Enterprise Pro,Aurora Foods,3,60060.60,0.0380,179267.82,107289.67,71978.16,0.4015,184363.76
2024-06-05,ORD-00540,Sudeste,Venda direta,Enterprise,Revenue Starter,Lumina Saúde,1,18258.14,0.0486,17766.12,10073.60,7692.52,0.4330,18801.49
2024-06-17,ORD-00541,Nordeste,Parceiros,Mid-market,Data Cloud,Lumina Saúde,2,46368.01,0.1079,80446.45,54157.77,26288.67,0.3268,84354.80
2024-06-12,ORD-00542,Sul,Digital,SMB,Enterprise Plus,Horizonte Telecom,3,69120.77,0.0709,187179.14,132474.91,54704.23,0.2923,193716.26
2024-06-05,ORD-00543,Sul,Venda direta,Enterprise,Revenue Starter,Prisma Serviços,1,18623.01,0.0538,17231.88,9704.76,7527.12,0.4368,17839.11
2024-06-17,ORD-00544,Nordeste,Digital,Mid-market,Enterprise Pro,Via Norte,3,60703.80,0.0648,169490.18,101805.81,67684.37,0.3993,174362.00
2024-06-25,ORD-00545,Sudeste,Parceiros,Enterprise,Revenue Starter,Prisma Serviços,1,17373.67,0.0937,16249.11,9380.26,6868.85,0.4227,16828.62
2024-06-26,ORD-00546,Sul,Venda direta,Enterprise,Enterprise Pro,Pulsar Tech,2,63436.47,0.0512,126244.06,74650.87,51593.19,0.4087,130791.75
2024-06-01,ORD-00547,Sudeste,Parceiros,Enterprise,Enterprise Plus,Horizonte Telecom,1,69060.86,0.1228,61376.88,44924.19,16452.69,0.2681,63214.72
2024-06-14,ORD-00548,Centro-Oeste,Venda direta,Enterprise,Enterprise Pro,Nexo Energia,1,59677.41,0.0555,57934.54,34883.26,23051.29,0.3979,60221.95
2024-06-24,ORD-00549,Sudeste,Venda direta,Enterprise,Analytics Core,Atlas Group,2,35819.78,0.0584,66771.46,46509.37,20262.10,0.3035,70511.18
2024-06-24,ORD-00550,Sul,Venda direta,Enterprise,Enterprise Plus,Nexo Energia,2,70215.34,0.0620,128684.30,90920.53,37763.77,0.2935,133855.53
2024-06-04,ORD-00551,Sul,Venda direta,SMB,Analytics Core,Atlas Group,5,35958.51,0.0594,174138.41,121124.15,53014.26,0.3044,179719.69
2024-06-21,ORD-00552,Sudeste,Outros,Enterprise,Enterprise Pro,Horizonte Telecom,1,63742.20,0.0660,62082.83,36021.55,26061.27,0.4198,64746.99
2024-06-27,ORD-00553,Sudeste,Parceiros,Mid-market,Enterprise Plus,Aurora Foods,2,73493.13,0.1169,128436.59,93587.45,34849.14,0.2713,133818.97
2024-06-04,ORD-00554,Sul,Parceiros,SMB,Enterprise Plus,Vértice Logística,2,73063.87,0.1021,129446.42,96011.86,33434.55,0.2583,136381.28
2024-06-10,ORD-00555,Sudeste,Venda direta,SMB,Enterprise Plus,Orbe Retail,2,73260.50,0.0613,143211.36,101499.44,41711.91,0.2913,147032.71
2024-06-11,ORD-00556,Sudeste,Venda direta,SMB,Analytics Core,Cobalto Indústria,5,35016.05,0.0490,170699.89,116169.13,54530.76,0.3195,176364.19
2024-06-24,ORD-00557,Sudeste,Digital,SMB,Data Cloud,Cobalto Indústria,4,46609.56,0.0675,178739.75,114121.85,64617.90,0.3615,187721.86
2024-06-24,ORD-00558,Sudeste,Venda direta,Mid-market,Enterprise Pro,Pulsar Tech,2,63809.45,0.0580,121709.16,71737.56,49971.60,0.4106,126309.58
2024-06-07,ORD-00559,Sudeste,Parceiros,Mid-market,Analytics Core,Prisma Serviços,3,35092.66,0.1106,95724.30,67911.03,27813.27,0.2906,100770.58
2024-06-27,ORD-00560,Sudeste,Outros,Enterprise,Analytics Core,Vértice Logística,1,33709.95,0.0354,32367.80,22420.81,9946.99,0.3073,33229.41
2024-06-17,ORD-00561,Centro-Oeste,Parceiros,Mid-market,Analytics Core,Atlas Group,2,34790.68,0.1250,60787.15,43445.18,17341.97,0.2853,62745.16
2024-06-08,ORD-00562,Sudeste,Parceiros,Mid-market,Enterprise Plus,Atlas Group,2,72485.47,0.0951,134866.63,99391.51,35475.13,0.2630,139039.75
2024-06-18,ORD-00563,Sul,Venda direta,SMB,Revenue Starter,Mosaico Labs,5,18364.57,0.0689,87239.58,49795.35,37444.23,0.4292,90199.84
2024-06-21,ORD-00564,Sudeste,Outros,Mid-market,Enterprise Plus,Prisma Serviços,2,68629.60,0.0412,130597.35,91965.55,38631.81,0.2958,134288.21
2024-06-09,ORD-00565,Sudeste,Outros,Enterprise,Data Cloud,Mosaico Labs,1,48665.80,0.0501,47408.50,29890.89,17517.61,0.3695,48953.69
2024-06-13,ORD-00566,Sul,Parceiros,Enterprise,Enterprise Pro,Prisma Serviços,1,63519.29,0.0909,58235.23,36327.76,21907.47,0.3762,60630.75
2024-06-20,ORD-00567,Centro-Oeste,Parceiros,Mid-market,Enterprise Pro,Cobalto Indústria,2,60454.06,0.0956,114564.64,71220.65,43343.99,0.3783,117701.08
2024-06-27,ORD-00568,Sul,Outros,Mid-market,Analytics Core,Atlas Group,3,35864.75,0.0371,104954.84,72934.06,32020.78,0.3051,110820.22
2024-06-09,ORD-00569,Centro-Oeste,Parceiros,Enterprise,Revenue Starter,Prisma Serviços,1,18484.89,0.1072,16577.25,9796.13,6781.12,0.4091,17283.88
2024-06-11,ORD-00570,Nordeste,Parceiros,Mid-market,Enterprise Plus,Mosaico Labs,3,72445.83,0.1234,199080.92,147233.63,51847.30,0.2604,210634.43
2024-06-13,ORD-00571,Nordeste,Venda direta,SMB,Enterprise Pro,Vértice Logística,4,64257.64,0.0519,255740.74,151600.59,104140.15,0.4072,268057.25
2024-06-25,ORD-00572,Centro-Oeste,Digital,SMB,Enterprise Plus,Mosaico Labs,3,70421.07,0.0733,201535.77,144461.17,57074.60,0.2832,207254.07
2024-06-07,ORD-00573,Sudeste,Venda direta,Mid-market,Revenue Starter,Pulsar Tech,2,18162.49,0.0446,34806.65,19255.41,15551.23,0.4468,36766.90
2024-06-26,ORD-00574,Nordeste,Digital,SMB,Enterprise Pro,Cobalto Indústria,3,61643.17,0.0555,179602.89,106095.75,73507.14,0.4093,188449.02
2024-06-07,ORD-00575,Nordeste,Parceiros,Mid-market,Revenue Starter,Horizonte Telecom,2,18692.29,0.1055,33682.48,19648.87,14033.62,0.4166,35032.39
2024-06-10,ORD-00576,Sul,Venda direta,SMB,Enterprise Plus,Nexo Energia,5,72004.81,0.0671,334582.07,238480.67,96101.40,0.2872,352200.36
2024-06-16,ORD-00577,Sudeste,Parceiros,SMB,Data Cloud,Lumina Saúde,5,47533.40,0.1095,215264.33,143142.66,72121.67,0.3350,225323.12
2024-06-20,ORD-00578,Sudeste,Venda direta,Enterprise,Revenue Starter,Cobalto Indústria,1,17862.63,0.0420,17382.23,9538.78,7843.45,0.4512,17824.18
2024-06-26,ORD-00579,Sudeste,Digital,Enterprise,Enterprise Pro,Nexo Energia,1,62209.59,0.0829,59052.31,34942.29,24110.01,0.4083,62002.25
2024-06-15,ORD-00580,Nordeste,Outros,Enterprise,Data Cloud,Via Norte,2,49452.65,0.0573,93876.69,60689.51,33187.18,0.3535,99215.92
2024-06-13,ORD-00581,Sudeste,Digital,Enterprise,Enterprise Plus,Orbe Retail,1,68964.23,0.0647,63786.15,45045.24,18740.91,0.2938,67228.93
2024-06-02,ORD-00582,Sul,Parceiros,Enterprise,Revenue Starter,Vértice Logística,1,17323.64,0.1246,15376.18,9170.65,6205.53,0.4036,15931.02
2024-06-16,ORD-00583,Sudeste,Venda direta,SMB,Enterprise Pro,Nexo Energia,4,60019.18,0.0457,225223.88,134902.89,90320.99,0.4010,235490.47
2024-06-20,ORD-00584,Sul,Venda direta,Mid-market,Revenue Starter,Aurora Foods,2,17822.71,0.0403,35767.61,19584.87,16182.74,0.4524,36963.68
2024-06-26,ORD-00585,Nordeste,Digital,SMB,Enterprise Pro,Vértice Logística,3,61726.42,0.0589,175804.78,105325.56,70479.22,0.4009,180261.02
2024-06-16,ORD-00586,Nordeste,Venda direta,Enterprise,Revenue Starter,Orbe Retail,1,17725.01,0.0493,16764.43,9470.57,7293.86,0.4351,17759.54
2024-06-12,ORD-00587,Sudeste,Parceiros,Enterprise,Enterprise Plus,Cobalto Indústria,1,70930.97,0.1205,60702.46,45087.78,15614.68,0.2572,63323.93
2024-06-16,ORD-00588,Nordeste,Venda direta,Mid-market,Revenue Starter,Vértice Logística,3,18210.02,0.0589,53295.97,29608.15,23687.82,0.4445,55571.26
2024-06-22,ORD-00589,Sudeste,Venda direta,Mid-market,Revenue Starter,Pulsar Tech,4,18496.37,0.0471,70718.42,38890.79,31827.63,0.4501,72557.40
2024-06-13,ORD-00590,Sul,Venda direta,Mid-market,Analytics Core,Pulsar Tech,3,34827.26,0.0690,101205.30,70169.62,31035.68,0.3067,104108.80
2024-06-02,ORD-00591,Sul,Venda direta,Enterprise,Revenue Starter,Atlas Group,1,17461.70,0.0469,17257.32,9731.67,7525.65,0.4361,17976.84
2024-06-23,ORD-00592,Sudeste,Outros,Mid-market,Data Cloud,Mosaico Labs,3,46978.69,0.0616,129606.79,83632.09,45974.71,0.3547,136768.12
2024-06-24,ORD-00593,Sudeste,Digital,Mid-market,Revenue Starter,Aurora Foods,2,18569.89,0.0788,35596.39,20258.85,15337.54,0.4309,37551.42
2024-06-08,ORD-00594,Centro-Oeste,Parceiros,Enterprise,Analytics Core,Vértice Logística,1,36191.69,0.1247,32164.41,23284.33,8880.09,0.2761,33428.49
2024-06-07,ORD-00595,Sudeste,Parceiros,Mid-market,Data Cloud,Lumina Saúde,2,47646.38,0.0910,86025.19,57303.46,28721.73,0.3339,90645.22
2024-06-20,ORD-00596,Sudeste,Outros,Enterprise,Enterprise Pro,Atlas Group,1,62393.50,0.0603,59089.75,35422.30,23667.46,0.4005,61455.45
2024-07-04,ORD-00597,Sudeste,Venda direta,Enterprise,Data Cloud,Via Norte,2,49625.13,0.0665,95264.67,61873.03,33391.65,0.3505,100446.51
2024-07-26,ORD-00598,Nordeste,Venda direta,Mid-market,Analytics Core,Lumina Saúde,2,36050.54,0.0598,67053.99,46919.74,20134.26,0.3003,70437.19
2024-07-06,ORD-00599,Sul,Parceiros,Mid-market,Analytics Core,Nexo Energia,3,34677.33,0.0957,94564.62,67220.74,27343.88,0.2892,97779.36
2024-07-03,ORD-00600,Sul,Parceiros,Mid-market,Revenue Starter,Via Norte,2,17470.10,0.0986,32416.84,18985.73,13431.11,0.4143,34251.78
2024-07-16,ORD-00601,Sudeste,Venda direta,Enterprise,Revenue Starter,Via Norte,2,18715.18,0.0476,34608.67,19360.49,15248.18,0.4406,36201.57
2024-07-19,ORD-00602,Sudeste,Venda direta,Mid-market,Revenue Starter,Atlas Group,3,18367.83,0.0470,52761.20,29319.08,23442.12,0.4443,54579.53
2024-07-04,ORD-00603,Sul,Digital,Mid-market,Enterprise Pro,Atlas Group,3,63247.35,0.0795,171731.44,101637.24,70094.21,0.4082,177858.34
2024-07-25,ORD-00604,Sudeste,Venda direta,Mid-market,Analytics Core,Via Norte,2,34766.23,0.0563,68682.58,47226.81,21455.77,0.3124,70531.75
2024-07-17,ORD-00605,Sudeste,Parceiros,Enterprise,Data Cloud,Horizonte Telecom,1,47594.90,0.1206,41297.45,27403.07,13894.37,0.3364,43241.48
2024-07-07,ORD-00606,Sudeste,Parceiros,Enterprise,Data Cloud,Aurora Foods,1,47707.58,0.0914,44030.36,29489.07,14541.29,0.3303,45847.00
2024-07-24,ORD-00607,Sudeste,Venda direta,Mid-market,Analytics Core,Vértice Logística,2,35506.58,0.0358,68744.17,47911.72,20832.45,0.3030,71520.76
2024-07-24,ORD-00608,Sul,Outros,Mid-market,Enterprise Pro,Via Norte,2,63977.26,0.0569,120861.39,70668.06,50193.33,0.4153,125902.21
2024-07-23,ORD-00609,Sul,Venda direta,Mid-market,Enterprise Pro,Horizonte Telecom,1,64182.38,0.0576,62461.57,37262.93,25198.64,0.4034,64062.89
2024-07-13,ORD-00610,Sul,Venda direta,Enterprise,Enterprise Pro,Vértice Logística,2,61334.71,0.0452,119461.81,69610.70,49851.11,0.4173,123929.95
2024-07-24,ORD-00611,Nordeste,Digital,Enterprise,Enterprise Plus,Prisma Serviços,1,70645.73,0.0644,68725.09,48682.05,20043.04,0.2916,70905.96
2024-07-10,ORD-00612,Sul,Digital,Enterprise,Analytics Core,Prisma Serviços,1,34461.75,0.0649,32525.66,22555.90,9969.76,0.3065,33469.30
2024-07-14,ORD-00613,Sudeste,Digital,Enterprise,Enterprise Pro,Vértice Logística,1,64479.13,0.0657,61190.52,36822.15,24368.36,0.3982,64670.19
2024-07-01,ORD-00614,Centro-Oeste,Venda direta,Enterprise,Enterprise Pro,Mosaico Labs,1,63214.82,0.0353,64005.62,38282.85,25722.77,0.4019,66263.74
2024-07-06,ORD-00615,Sudeste,Venda direta,Mid-market,Data Cloud,Mosaico Labs,2,47320.56,0.0366,94522.22,60057.77,34464.45,0.3646,99582.25
2024-07-26,ORD-00616,Sudeste,Venda direta,Enterprise,Enterprise Plus,Mosaico Labs,1,72594.15,0.0678,70728.71,49845.24,20883.47,0.2953,72507.84
2024-07-20,ORD-00617,Sudeste,Parceiros,SMB,Data Cloud,Cobalto Indústria,3,46471.91,0.0920,129357.27,85716.81,43640.47,0.3374,134747.66
2024-07-24,ORD-00618,Sul,Digital,Mid-market,Enterprise Plus,Pulsar Tech,3,68408.62,0.0617,199440.82,141964.76,57476.06,0.2882,208299.51
2024-07-04,ORD-00619,Nordeste,Venda direta,Enterprise,Enterprise Plus,Pulsar Tech,1,70040.05,0.0419,69110.40,48504.58,20605.82,0.2982,71305.25
2024-07-03,ORD-00620,Sul,Digital,Enterprise,Analytics Core,Mosaico Labs,1,35324.40,0.0782,31738.55,21777.73,9960.82,0.3138,33397.31
2024-07-20,ORD-00621,Sudeste,Parceiros,Enterprise,Enterprise Pro,Cobalto Indústria,2,62791.36,0.1136,112001.72,69550.93,42450.79,0.3790,116780.90
2024-07-17,ORD-00622,Sul,Parceiros,Enterprise,Revenue Starter,Orbe Retail,1,18045.55,0.0912,16074.11,9319.79,6754.32,0.4202,16898.69
2024-07-07,ORD-00623,Centro-Oeste,Venda direta,Mid-market,Analytics Core,Cobalto Indústria,1,35407.88,0.0626,32530.50,22758.26,9772.24,0.3004,33832.73
2024-07-26,ORD-00624,Nordeste,Parceiros,Mid-market,Revenue Starter,Orbe Retail,2,17690.57,0.1118,31522.51,18378.92,13143.59,0.4170,33028.91
2024-07-11,ORD-00625,Sul,Venda direta,Enterprise,Data Cloud,Orbe Retail,2,47743.92,0.0448,94347.08,59615.85,34731.24,0.3681,98673.49
2024-07-07,ORD-00626,Nordeste,Parceiros,SMB,Enterprise Plus,Pulsar Tech,5,68229.44,0.1089,311256.24,225248.78,86007.47,0.2763,327598.95
2024-07-17,ORD-00627,Centro-Oeste,Venda direta,Mid-market,Revenue Starter,Cobalto Indústria,2,18070.82,0.0373,33790.58,18687.85,15102.72,0.4470,35730.44
2024-07-10,ORD-00628,Sudeste,Parceiros,Enterprise,Enterprise Plus,Via Norte,1,70010.29,0.0960,65349.76,47464.23,17885.52,0.2737,68282.24
2024-07-02,ORD-00629,Sudeste,Venda direta,SMB,Analytics Core,Pulsar Tech,4,35822.00,0.0663,138566.13,95711.16,42854.97,0.3093,143381.95
2024-07-03,ORD-00630,Nordeste,Parceiros,Enterprise,Analytics Core,Via Norte,1,35442.81,0.1081,31840.17,22506.01,9334.17,0.2932,33350.84
2024-07-22,ORD-00631,Sudeste,Venda direta,SMB,Revenue Starter,Prisma Serviços,3,18101.61,0.0672,49200.86,28012.90,21187.96,0.4306,50744.11
2024-07-13,ORD-00632,Sul,Outros,Enterprise,Enterprise Pro,Prisma Serviços,2,63628.70,0.0372,122104.75,73113.16,48991.59,0.4012,129257.64
2024-07-24,ORD-00633,Sudeste,Venda direta,Mid-market,Enterprise Plus,Vértice Logística,3,69812.89,0.0623,196123.12,137339.13,58784.00,0.2997,205120.56
2024-07-07,ORD-00634,Sudeste,Venda direta,Enterprise,Analytics Core,Pulsar Tech,1,35321.59,0.0545,34872.82,24224.87,10647.94,0.3053,36607.73
2024-07-22,ORD-00635,Nordeste,Venda direta,Enterprise,Data Cloud,Via Norte,1,48287.61,0.0450,47898.93,30499.86,17399.06,0.3632,49832.22
2024-07-17,ORD-00636,Sudeste,Parceiros,Enterprise,Enterprise Pro,Nexo Energia,2,60051.02,0.1232,105689.07,63842.42,41846.65,0.3959,110950.87
2024-07-22,ORD-00637,Nordeste,Outros,Mid-market,Data Cloud,Orbe Retail,2,48319.55,0.0601,88365.61,56069.27,32296.34,0.3655,92939.09
2024-07-15,ORD-00638,Sudeste,Venda direta,SMB,Analytics Core,Orbe Retail,4,35017.68,0.0551,137769.71,95005.02,42764.69,0.3104,143729.98
2024-07-08,ORD-00639,Sudeste,Parceiros,Mid-market,Data Cloud,Aurora Foods,3,46285.73,0.1156,125410.67,82903.79,42506.88,0.3389,132487.34
2024-07-09,ORD-00640,Nordeste,Digital,Enterprise,Enterprise Pro,Aurora Foods,1,63142.55,0.0594,61686.04,37126.51,24559.54,0.3981,63237.73
2024-07-24,ORD-00641,Sudeste,Digital,Enterprise,Enterprise Pro,Nexo Energia,2,61949.47,0.0579,116155.64,68341.83,47813.82,0.4116,120081.01
2024-07-11,ORD-00642,Centro-Oeste,Parceiros,Enterprise,Enterprise Plus,Prisma Serviços,1,69624.74,0.1199,60423.38,44454.33,15969.05,0.2643,62689.22
2024-07-25,ORD-00643,Sudeste,Parceiros,SMB,Analytics Core,Nexo Energia,5,33614.46,0.1132,156332.42,112834.82,43497.60,0.2782,162376.41
2024-07-24,ORD-00644,Sudeste,Parceiros,Mid-market,Revenue Starter,Horizonte Telecom,3,17621.73,0.0923,48357.64,28097.78,20259.85,0.4190,50628.87
2024-07-21,ORD-00645,Centro-Oeste,Outros,Mid-market,Analytics Core,Atlas Group,3,33684.64,0.0592,96960.18,65866.94,31093.24,0.3207,100517.85
2024-07-01,ORD-00646,Sul,Venda direta,Enterprise,Enterprise Pro,Mosaico Labs,1,59591.28,0.0427,58422.43,34495.04,23927.39,0.4096,60171.52
2024-07-24,ORD-00647,Sul,Parceiros,Enterprise,Analytics Core,Nexo Energia,2,34369.12,0.1007,62541.83,45126.73,17415.10,0.2785,64516.62
2024-07-09,ORD-00648,Centro-Oeste,Parceiros,Mid-market,Enterprise Plus,Mosaico Labs,2,71850.53,0.0936,133179.67,99196.50,33983.17,0.2552,139136.01
2024-07-17,ORD-00649,Sudeste,Venda direta,Enterprise,Analytics Core,Mosaico Labs,1,33762.44,0.0589,33139.65,23191.20,9948.45,0.3002,34958.77
2024-07-06,ORD-00650,Nordeste,Parceiros,SMB,Data Cloud,Nexo Energia,2,49549.73,0.0980,88857.75,60142.93,28714.82,0.3232,93598.74
2024-07-07,ORD-00651,Sudeste,Outros,Mid-market,Revenue Starter,Orbe Retail,2,18517.57,0.0433,35985.54,20003.33,15982.21,0.4441,37927.80
2024-07-03,ORD-00652,Sudeste,Venda direta,SMB,Enterprise Plus,Vértice Logística,2,73374.48,0.0584,137947.71,97758.79,40188.91,0.2913,146160.68
2024-07-24,ORD-00653,Nordeste,Digital,Enterprise,Revenue Starter,Vértice Logística,1,18221.61,0.0631,17398.33,9577.71,7820.62,0.4495,18253.26
2024-07-10,ORD-00654,Sul,Venda direta,Enterprise,Enterprise Pro,Mosaico Labs,1,62967.96,0.0465,58797.17,35059.25,23737.92,0.4037,60901.16
2024-07-14,ORD-00655,Nordeste,Parceiros,Enterprise,Revenue Starter,Nexo Energia,2,18560.18,0.1066,32610.10,19397.92,13212.18,0.4052,33618.39
2024-07-17,ORD-00656,Sudeste,Parceiros,Enterprise,Enterprise Pro,Horizonte Telecom,2,60452.51,0.1097,107801.42,66020.24,41781.18,0.3876,112357.37
2024-07-05,ORD-00657,Sudeste,Parceiros,Mid-market,Enterprise Pro,Cobalto Indústria,3,61803.70,0.1020,163254.23,99035.36,64218.87,0.3934,171598.26
2024-07-17,ORD-00658,Sul,Outros,Enterprise,Data Cloud,Prisma Serviços,1,46564.43,0.0520,44141.42,28144.09,15997.34,0.3624,46667.76
2024-07-01,ORD-00659,Sul,Parceiros,SMB,Data Cloud,Pulsar Tech,3,47670.08,0.1101,129957.92,86193.26,43764.65,0.3368,136200.18
2024-07-27,ORD-00660,Sudeste,Parceiros,Mid-market,Enterprise Pro,Vértice Logística,3,62275.60,0.0969,170362.02,103571.83,66790.19,0.3920,176664.95
2024-07-18,ORD-00661,Nordeste,Venda direta,Enterprise,Enterprise Plus,Mosaico Labs,1,69929.40,0.0394,67748.68,47488.11,20260.57,0.2991,71174.81
2024-07-04,ORD-00662,Sudeste,Outros,SMB,Analytics Core,Mosaico Labs,5,35434.33,0.0436,171693.54,117206.56,54486.97,0.3174,181898.59
2024-07-20,ORD-00663,Sudeste,Digital,Enterprise,Revenue Starter,Horizonte Telecom,1,17546.96,0.0703,15893.43,8887.20,7006.23,0.4408,16618.44
2024-07-12,ORD-00664,Sudeste,Venda direta,Mid-market,Enterprise Plus,Lumina Saúde,2,71111.05,0.0685,133266.89,94209.29,39057.60,0.2931,139241.02
2024-07-14,ORD-00665,Centro-Oeste,Venda direta,Enterprise,Enterprise Pro,Horizonte Telecom,1,62126.56,0.0560,60349.14,35632.82,24716.33,0.4096,63096.58
2024-07-05,ORD-00666,Sudeste,Digital,Enterprise,Enterprise Plus,Lumina Saúde,1,69949.91,0.0684,65170.59,45715.81,19454.78,0.2985,67630.89
2024-07-26,ORD-00667,Sudeste,Venda direta,Enterprise,Analytics Core,Horizonte Telecom,2,34443.71,0.0609,66486.35,46292.12,20194.23,0.3037,69198.93
2024-07-17,ORD-00668,Sul,Parceiros,Mid-market,Data Cloud,Via Norte,2,46598.13,0.0904,87430.75,58392.32,29038.43,0.3321,90230.88
2024-07-14,ORD-00669,Sudeste,Parceiros,SMB,Enterprise Pro,Vértice Logística,3,62861.16,0.1025,173740.43,106487.99,67252.44,0.3871,179336.86
2024-07-02,ORD-00670,Sul,Parceiros,SMB,Revenue Starter,Horizonte Telecom,4,18469.20,0.1069,66608.98,38751.73,27857.25,0.4182,70530.03
2024-07-08,ORD-00671,Nordeste,Parceiros,Mid-market,Enterprise Pro,Prisma Serviços,2,60978.66,0.0908,110976.90,67574.36,43402.54,0.3911,117191.67
2024-07-08,ORD-00672,Centro-Oeste,Parceiros,Enterprise,Analytics Core,Nexo Energia,2,36074.77,0.1025,66120.32,47000.21,19120.10,0.2892,68024.30
2024-07-15,ORD-00673,Sudeste,Digital,Mid-market,Enterprise Pro,Vértice Logística,1,64110.05,0.0841,58534.03,34765.48,23768.55,0.4061,61401.39
2024-07-03,ORD-00674,Nordeste,Outros,SMB,Analytics Core,Cobalto Indústria,5,35667.20,0.0586,171223.30,117805.32,53417.98,0.3120,180883.93
2024-07-21,ORD-00675,Sudeste,Outros,Enterprise,Enterprise Pro,Prisma Serviços,2,59913.81,0.0389,113761.92,67789.28,45972.64,0.4041,117405.22
2024-07-13,ORD-00676,Nordeste,Venda direta,Enterprise,Enterprise Pro,Atlas Group,1,63719.15,0.0455,62410.73,36183.05,26227.67,0.4202,64060.84
2024-07-20,ORD-00677,Nordeste,Venda direta,SMB,Data Cloud,Mosaico Labs,3,48719.46,0.0437,136719.76,86319.07,50400.68,0.3686,142424.91
2024-07-21,ORD-00678,Nordeste,Parceiros,Mid-market,Enterprise Pro,Nexo Energia,3,61025.34,0.1014,171608.24,103791.86,67816.37,0.3952,178701.51
2024-07-25,ORD-00679,Centro-Oeste,Venda direta,Enterprise,Analytics Core,Orbe Retail,1,33882.02,0.0452,32093.17,22073.24,10019.93,0.3122,32988.57
2024-07-21,ORD-00680,Sudeste,Parceiros,Enterprise,Analytics Core,Nexo Energia,1,35451.86,0.1045,32564.90,22934.42,9630.48,0.2957,33467.53
2024-07-06,ORD-00681,Sudeste,Parceiros,Mid-market,Enterprise Plus,Nexo Energia,3,70023.37,0.1098,183392.70,133751.53,49641.18,0.2707,190498.78
2024-07-09,ORD-00682,Sul,Venda direta,Enterprise,Data Cloud,Aurora Foods,1,46981.81,0.0616,44973.64,28981.29,15992.35,0.3556,46143.56
2024-07-13,ORD-00683,Sudeste,Outros,Mid-market,Analytics Core,Nexo Energia,3,35912.30,0.0458,102425.57,71531.47,30894.10,0.3016,107215.87
2024-07-15,ORD-00684,Sul,Parceiros,Mid-market,Enterprise Pro,Orbe Retail,3,60411.40,0.0922,171640.32,104909.09,66731.23,0.3888,179205.09
2024-07-08,ORD-00685,Sul,Parceiros,Mid-market,Enterprise Plus,Orbe Retail,2,69982.64,0.1157,127775.37,94215.31,33560.06,0.2626,133093.48
2024-07-14,ORD-00686,Sudeste,Venda direta,Enterprise,Data Cloud,Lumina Saúde,1,49467.58,0.0509,46307.82,29173.63,17134.19,0.3700,48051.99
2024-07-11,ORD-00687,Sudeste,Parceiros,Enterprise,Analytics Core,Nexo Energia,1,34111.91,0.1047,31005.33,22118.96,8886.37,0.2866,32021.17
2024-07-01,ORD-00688,Sudeste,Outros,Enterprise,Enterprise Plus,Orbe Retail,1,70347.08,0.0383,66595.72,47644.59,18951.13,0.2846,70301.65
2024-07-01,ORD-00689,Centro-Oeste,Venda direta,Enterprise,Data Cloud,Cobalto Indústria,1,48822.21,0.0598,46885.29,29754.48,17130.81,0.3654,48202.50
2024-07-20,ORD-00690,Sudeste,Venda direta,Mid-market,Enterprise Plus,Vértice Logística,2,72194.61,0.0691,140504.61,100824.01,39680.60,0.2824,144429.19
2024-07-18,ORD-00691,Sudeste,Outros,SMB,Enterprise Pro,Orbe Retail,5,60374.28,0.0373,298419.70,177188.78,121230.93,0.4062,314460.71
2024-07-07,ORD-00692,Nordeste,Parceiros,Enterprise,Revenue Starter,Mosaico Labs,1,17984.53,0.1096,16772.90,9699.37,7073.53,0.4217,17210.30
2024-07-07,ORD-00693,Sudeste,Venda direta,SMB,Revenue Starter,Pulsar Tech,3,18524.79,0.0492,54987.52,31354.38,23633.15,0.4298,58203.42
2024-07-08,ORD-00694,Nordeste,Parceiros,SMB,Enterprise Plus,Cobalto Indústria,5,69959.69,0.1120,311121.48,228059.41,83062.07,0.2670,325293.54
2024-07-16,ORD-00695,Sul,Venda direta,Mid-market,Enterprise Pro,Aurora Foods,1,64002.45,0.0505,63497.13,37216.79,26280.35,0.4139,65795.26
